clip_id,file_name,file_path,speaker_id,utterance_id,emotion_code,emotion,intensity_code,intensity,sample_rate,channels,sample_width_bytes,num_frames,duration_sec,split
1016_MTI_FEA_XX,1016_MTI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_MTI_FEA_XX.wav,1016,MTI,FEA,fear,XX,unspecified,16000,1,2,44845,2.802812,train
1016_MTI_HAP_XX,1016_MTI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_MTI_HAP_XX.wav,1016,MTI,HAP,happy,XX,unspecified,16000,1,2,40574,2.535875,train
1016_MTI_NEU_XX,1016_MTI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_MTI_NEU_XX.wav,1016,MTI,NEU,neutral,XX,unspecified,16000,1,2,30964,1.93525,train
1016_MTI_SAD_XX,1016_MTI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_MTI_SAD_XX.wav,1016,MTI,SAD,sad,XX,unspecified,16000,1,2,53920,3.37,train
1016_TAI_ANG_XX,1016_TAI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_ANG_XX.wav,1016,TAI,ANG,angry,XX,unspecified,16000,1,2,41108,2.56925,train
1016_TAI_DIS_XX,1016_TAI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_DIS_XX.wav,1016,TAI,DIS,disgust,XX,unspecified,16000,1,2,50183,3.136437,train
1016_TAI_FEA_XX,1016_TAI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_FEA_XX.wav,1016,TAI,FEA,fear,XX,unspecified,16000,1,2,62462,3.903875,train
1016_TAI_HAP_XX,1016_TAI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_HAP_XX.wav,1016,TAI,HAP,happy,XX,unspecified,16000,1,2,38972,2.43575,train
1016_TAI_NEU_XX,1016_TAI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_NEU_XX.wav,1016,TAI,NEU,neutral,XX,unspecified,16000,1,2,46980,2.93625,train
1016_TAI_SAD_XX,1016_TAI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TAI_SAD_XX.wav,1016,TAI,SAD,sad,XX,unspecified,16000,1,2,44845,2.802812,train
1016_TIE_ANG_XX,1016_TIE_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_ANG_XX.wav,1016,TIE,ANG,angry,XX,unspecified,16000,1,2,44845,2.802812,train
1016_TIE_DIS_XX,1016_TIE_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_DIS_XX.wav,1016,TIE,DIS,disgust,XX,unspecified,16000,1,2,55522,3.470125,train
1016_TIE_FEA_XX,1016_TIE_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_FEA_XX.wav,1016,TIE,FEA,fear,XX,unspecified,16000,1,2,43243,2.702688,train
1016_TIE_HAP_XX,1016_TIE_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_HAP_XX.wav,1016,TIE,HAP,happy,XX,unspecified,16000,1,2,46446,2.902875,train
1016_TIE_NEU_XX,1016_TIE_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_NEU_XX.wav,1016,TIE,NEU,neutral,XX,unspecified,16000,1,2,42175,2.635937,train
1016_TIE_SAD_XX,1016_TIE_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TIE_SAD_XX.wav,1016,TIE,SAD,sad,XX,unspecified,16000,1,2,47514,2.969625,train
1016_TSI_ANG_XX,1016_TSI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_ANG_XX.wav,1016,TSI,ANG,angry,XX,unspecified,16000,1,2,28829,1.801813,train
1016_TSI_DIS_XX,1016_TSI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_DIS_XX.wav,1016,TSI,DIS,disgust,XX,unspecified,16000,1,2,44845,2.802812,train
1016_TSI_FEA_XX,1016_TSI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_FEA_XX.wav,1016,TSI,FEA,fear,XX,unspecified,16000,1,2,47514,2.969625,train
1016_TSI_HAP_XX,1016_TSI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_HAP_XX.wav,1016,TSI,HAP,happy,XX,unspecified,16000,1,2,34701,2.168813,train
1016_TSI_NEU_XX,1016_TSI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_NEU_XX.wav,1016,TSI,NEU,neutral,XX,unspecified,16000,1,2,32566,2.035375,train
1016_TSI_SAD_XX,1016_TSI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_TSI_SAD_XX.wav,1016,TSI,SAD,sad,XX,unspecified,16000,1,2,34167,2.135438,train
1016_WSI_ANG_XX,1016_WSI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_ANG_XX.wav,1016,WSI,ANG,angry,XX,unspecified,16000,1,2,42175,2.635937,train
1016_WSI_DIS_XX,1016_WSI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_DIS_XX.wav,1016,WSI,DIS,disgust,XX,unspecified,16000,1,2,50183,3.136437,train
1016_WSI_FEA_XX,1016_WSI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_FEA_XX.wav,1016,WSI,FEA,fear,XX,unspecified,16000,1,2,37904,2.369,train
1016_WSI_HAP_XX,1016_WSI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_HAP_XX.wav,1016,WSI,HAP,happy,XX,unspecified,16000,1,2,36409,2.275562,train
1016_WSI_NEU_XX,1016_WSI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_NEU_XX.wav,1016,WSI,NEU,neutral,XX,unspecified,16000,1,2,41108,2.56925,train
1016_WSI_SAD_XX,1016_WSI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1016_WSI_SAD_XX.wav,1016,WSI,SAD,sad,XX,unspecified,16000,1,2,36837,2.302313,train
1017_DFA_ANG_XX,1017_DFA_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_ANG_XX.wav,1017,DFA,ANG,angry,XX,unspecified,16000,1,2,25626,1.601625,train
1017_DFA_DIS_XX,1017_DFA_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_DIS_XX.wav,1017,DFA,DIS,disgust,XX,unspecified,16000,1,2,25626,1.601625,train
1017_DFA_FEA_XX,1017_DFA_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_FEA_XX.wav,1017,DFA,FEA,fear,XX,unspecified,16000,1,2,21888,1.368,train
1017_DFA_HAP_XX,1017_DFA_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_HAP_XX.wav,1017,DFA,HAP,happy,XX,unspecified,16000,1,2,30430,1.901875,train
1017_DFA_NEU_XX,1017_DFA_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_NEU_XX.wav,1017,DFA,NEU,neutral,XX,unspecified,16000,1,2,27761,1.735062,train
1017_DFA_SAD_XX,1017_DFA_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_DFA_SAD_XX.wav,1017,DFA,SAD,sad,XX,unspecified,16000,1,2,26693,1.668313,train
1017_IEO_ANG_HI,1017_IEO_ANG_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_ANG_HI.wav,1017,IEO,ANG,angry,HI,high,16000,1,2,41108,2.56925,train
1017_IEO_ANG_LO,1017_IEO_ANG_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_ANG_LO.wav,1017,IEO,ANG,angry,LO,low,16000,1,2,33100,2.06875,train
1017_IEO_ANG_MD,1017_IEO_ANG_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_ANG_MD.wav,1017,IEO,ANG,angry,MD,medium,16000,1,2,36837,2.302313,train
1017_IEO_DIS_HI,1017_IEO_DIS_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_DIS_HI.wav,1017,IEO,DIS,disgust,HI,high,16000,1,2,41108,2.56925,train
1017_IEO_DIS_LO,1017_IEO_DIS_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_DIS_LO.wav,1017,IEO,DIS,disgust,LO,low,16000,1,2,33100,2.06875,train
1017_IEO_DIS_MD,1017_IEO_DIS_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_DIS_MD.wav,1017,IEO,DIS,disgust,MD,medium,16000,1,2,36837,2.302313,train
1017_IEO_FEA_HI,1017_IEO_FEA_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_FEA_HI.wav,1017,IEO,FEA,fear,HI,high,16000,1,2,36837,2.302313,train
1017_IEO_FEA_LO,1017_IEO_FEA_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_FEA_LO.wav,1017,IEO,FEA,fear,LO,low,16000,1,2,26159,1.634937,train
1017_IEO_FEA_MD,1017_IEO_FEA_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_FEA_MD.wav,1017,IEO,FEA,fear,MD,medium,16000,1,2,38972,2.43575,train
1017_IEO_HAP_HI,1017_IEO_HAP_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_HAP_HI.wav,1017,IEO,HAP,happy,HI,high,16000,1,2,30964,1.93525,train
1017_IEO_HAP_LO,1017_IEO_HAP_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_HAP_LO.wav,1017,IEO,HAP,happy,LO,low,16000,1,2,28295,1.768438,train
1017_IEO_HAP_MD,1017_IEO_HAP_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_HAP_MD.wav,1017,IEO,HAP,happy,MD,medium,16000,1,2,29363,1.835187,train
1017_IEO_NEU_XX,1017_IEO_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_NEU_XX.wav,1017,IEO,NEU,neutral,XX,unspecified,16000,1,2,30430,1.901875,train
1017_IEO_SAD_HI,1017_IEO_SAD_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_SAD_HI.wav,1017,IEO,SAD,sad,HI,high,16000,1,2,29363,1.835187,train
1017_IEO_SAD_LO,1017_IEO_SAD_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_SAD_LO.wav,1017,IEO,SAD,sad,LO,low,16000,1,2,25092,1.56825,train
1017_IEO_SAD_MD,1017_IEO_SAD_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IEO_SAD_MD.wav,1017,IEO,SAD,sad,MD,medium,16000,1,2,28829,1.801813,train
1017_IOM_ANG_XX,1017_IOM_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_ANG_XX.wav,1017,IOM,ANG,angry,XX,unspecified,16000,1,2,41108,2.56925,train
1017_IOM_DIS_XX,1017_IOM_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_DIS_XX.wav,1017,IOM,DIS,disgust,XX,unspecified,16000,1,2,51785,3.236562,train
1017_IOM_FEA_XX,1017_IOM_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_FEA_XX.wav,1017,IOM,FEA,fear,XX,unspecified,16000,1,2,32566,2.035375,train
1017_IOM_HAP_XX,1017_IOM_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_HAP_XX.wav,1017,IOM,HAP,happy,XX,unspecified,16000,1,2,33100,2.06875,train
1017_IOM_NEU_XX,1017_IOM_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_NEU_XX.wav,1017,IOM,NEU,neutral,XX,unspecified,16000,1,2,37904,2.369,train
1017_IOM_SAD_XX,1017_IOM_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IOM_SAD_XX.wav,1017,IOM,SAD,sad,XX,unspecified,16000,1,2,34167,2.135438,train
1017_ITH_ANG_XX,1017_ITH_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_ANG_XX.wav,1017,ITH,ANG,angry,XX,unspecified,16000,1,2,49650,3.103125,train
1017_ITH_DIS_XX,1017_ITH_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_DIS_XX.wav,1017,ITH,DIS,disgust,XX,unspecified,16000,1,2,41108,2.56925,train
1017_ITH_FEA_XX,1017_ITH_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_FEA_XX.wav,1017,ITH,FEA,fear,XX,unspecified,16000,1,2,36409,2.275562,train
1017_ITH_HAP_XX,1017_ITH_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_HAP_XX.wav,1017,ITH,HAP,happy,XX,unspecified,16000,1,2,29363,1.835187,train
1017_ITH_NEU_XX,1017_ITH_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_NEU_XX.wav,1017,ITH,NEU,neutral,XX,unspecified,16000,1,2,35235,2.202187,train
1017_ITH_SAD_XX,1017_ITH_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITH_SAD_XX.wav,1017,ITH,SAD,sad,XX,unspecified,16000,1,2,35235,2.202187,train
1017_ITS_ANG_XX,1017_ITS_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_ANG_XX.wav,1017,ITS,ANG,angry,XX,unspecified,16000,1,2,38438,2.402375,train
1017_ITS_DIS_XX,1017_ITS_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_DIS_XX.wav,1017,ITS,DIS,disgust,XX,unspecified,16000,1,2,34701,2.168813,train
1017_ITS_FEA_XX,1017_ITS_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_FEA_XX.wav,1017,ITS,FEA,fear,XX,unspecified,16000,1,2,25092,1.56825,train
1017_ITS_HAP_XX,1017_ITS_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_HAP_XX.wav,1017,ITS,HAP,happy,XX,unspecified,16000,1,2,32566,2.035375,train
1017_ITS_NEU_XX,1017_ITS_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_NEU_XX.wav,1017,ITS,NEU,neutral,XX,unspecified,16000,1,2,30964,1.93525,train
1017_ITS_SAD_XX,1017_ITS_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_ITS_SAD_XX.wav,1017,ITS,SAD,sad,XX,unspecified,16000,1,2,33634,2.102125,train
1017_IWL_ANG_XX,1017_IWL_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_ANG_XX.wav,1017,IWL,ANG,angry,XX,unspecified,16000,1,2,29896,1.8685,train
1017_IWL_DIS_XX,1017_IWL_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_DIS_XX.wav,1017,IWL,DIS,disgust,XX,unspecified,16000,1,2,40040,2.5025,train
1017_IWL_FEA_XX,1017_IWL_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_FEA_XX.wav,1017,IWL,FEA,fear,XX,unspecified,16000,1,2,34701,2.168813,train
1017_IWL_HAP_XX,1017_IWL_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_HAP_XX.wav,1017,IWL,HAP,happy,XX,unspecified,16000,1,2,31498,1.968625,train
1017_IWL_NEU_XX,1017_IWL_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_NEU_XX.wav,1017,IWL,NEU,neutral,XX,unspecified,16000,1,2,34167,2.135438,train
1017_IWL_SAD_XX,1017_IWL_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWL_SAD_XX.wav,1017,IWL,SAD,sad,XX,unspecified,16000,1,2,32032,2.002,train
1017_IWW_ANG_XX,1017_IWW_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_ANG_XX.wav,1017,IWW,ANG,angry,XX,unspecified,16000,1,2,31498,1.968625,train
1017_IWW_DIS_XX,1017_IWW_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_DIS_XX.wav,1017,IWW,DIS,disgust,XX,unspecified,16000,1,2,34167,2.135438,train
1017_IWW_FEA_XX,1017_IWW_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_FEA_XX.wav,1017,IWW,FEA,fear,XX,unspecified,16000,1,2,31498,1.968625,train
1017_IWW_HAP_XX,1017_IWW_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_HAP_XX.wav,1017,IWW,HAP,happy,XX,unspecified,16000,1,2,26159,1.634937,train
1017_IWW_NEU_XX,1017_IWW_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_NEU_XX.wav,1017,IWW,NEU,neutral,XX,unspecified,16000,1,2,27761,1.735062,train
1017_IWW_SAD_XX,1017_IWW_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_IWW_SAD_XX.wav,1017,IWW,SAD,sad,XX,unspecified,16000,1,2,28829,1.801813,train
1017_MTI_ANG_XX,1017_MTI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_ANG_XX.wav,1017,MTI,ANG,angry,XX,unspecified,16000,1,2,42175,2.635937,train
1017_MTI_DIS_XX,1017_MTI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_DIS_XX.wav,1017,MTI,DIS,disgust,XX,unspecified,16000,1,2,52853,3.303313,train
1017_MTI_FEA_XX,1017_MTI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_FEA_XX.wav,1017,MTI,FEA,fear,XX,unspecified,16000,1,2,39506,2.469125,train
1017_MTI_HAP_XX,1017_MTI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_HAP_XX.wav,1017,MTI,HAP,happy,XX,unspecified,16000,1,2,33634,2.102125,train
1017_MTI_NEU_XX,1017_MTI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_NEU_XX.wav,1017,MTI,NEU,neutral,XX,unspecified,16000,1,2,30964,1.93525,train
1017_MTI_SAD_XX,1017_MTI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_MTI_SAD_XX.wav,1017,MTI,SAD,sad,XX,unspecified,16000,1,2,33634,2.102125,train
1017_TAI_ANG_XX,1017_TAI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_ANG_XX.wav,1017,TAI,ANG,angry,XX,unspecified,16000,1,2,33634,2.102125,train
1017_TAI_DIS_XX,1017_TAI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_DIS_XX.wav,1017,TAI,DIS,disgust,XX,unspecified,16000,1,2,44311,2.769437,train
1017_TAI_FEA_XX,1017_TAI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_FEA_XX.wav,1017,TAI,FEA,fear,XX,unspecified,16000,1,2,33634,2.102125,train
1017_TAI_HAP_XX,1017_TAI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_HAP_XX.wav,1017,TAI,HAP,happy,XX,unspecified,16000,1,2,32566,2.035375,train
1017_TAI_NEU_XX,1017_TAI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_NEU_XX.wav,1017,TAI,NEU,neutral,XX,unspecified,16000,1,2,37904,2.369,train
1017_TAI_SAD_XX,1017_TAI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TAI_SAD_XX.wav,1017,TAI,SAD,sad,XX,unspecified,16000,1,2,29896,1.8685,train
1017_TIE_ANG_XX,1017_TIE_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_ANG_XX.wav,1017,TIE,ANG,angry,XX,unspecified,16000,1,2,59259,3.703688,train
1017_TIE_DIS_XX,1017_TIE_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_DIS_XX.wav,1017,TIE,DIS,disgust,XX,unspecified,16000,1,2,50717,3.169812,train
1017_TIE_FEA_XX,1017_TIE_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_FEA_XX.wav,1017,TIE,FEA,fear,XX,unspecified,16000,1,2,44311,2.769437,train
1017_TIE_HAP_XX,1017_TIE_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_HAP_XX.wav,1017,TIE,HAP,happy,XX,unspecified,16000,1,2,35235,2.202187,train
1017_TIE_NEU_XX,1017_TIE_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_NEU_XX.wav,1017,TIE,NEU,neutral,XX,unspecified,16000,1,2,44311,2.769437,train
1017_TIE_SAD_XX,1017_TIE_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TIE_SAD_XX.wav,1017,TIE,SAD,sad,XX,unspecified,16000,1,2,45379,2.836187,train
1017_TSI_ANG_XX,1017_TSI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_ANG_XX.wav,1017,TSI,ANG,angry,XX,unspecified,16000,1,2,39506,2.469125,train
1017_TSI_DIS_XX,1017_TSI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_DIS_XX.wav,1017,TSI,DIS,disgust,XX,unspecified,16000,1,2,40574,2.535875,train
1017_TSI_FEA_XX,1017_TSI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_FEA_XX.wav,1017,TSI,FEA,fear,XX,unspecified,16000,1,2,31498,1.968625,train
1017_TSI_HAP_XX,1017_TSI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_HAP_XX.wav,1017,TSI,HAP,happy,XX,unspecified,16000,1,2,29363,1.835187,train
1017_TSI_NEU_XX,1017_TSI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_NEU_XX.wav,1017,TSI,NEU,neutral,XX,unspecified,16000,1,2,26693,1.668313,train
1017_TSI_SAD_XX,1017_TSI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_TSI_SAD_XX.wav,1017,TSI,SAD,sad,XX,unspecified,16000,1,2,32032,2.002,train
1017_WSI_ANG_XX,1017_WSI_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_ANG_XX.wav,1017,WSI,ANG,angry,XX,unspecified,16000,1,2,37371,2.335688,train
1017_WSI_DIS_XX,1017_WSI_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_DIS_XX.wav,1017,WSI,DIS,disgust,XX,unspecified,16000,1,2,34701,2.168813,train
1017_WSI_FEA_XX,1017_WSI_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_FEA_XX.wav,1017,WSI,FEA,fear,XX,unspecified,16000,1,2,37904,2.369,train
1017_WSI_HAP_XX,1017_WSI_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_HAP_XX.wav,1017,WSI,HAP,happy,XX,unspecified,16000,1,2,25092,1.56825,train
1017_WSI_NEU_XX,1017_WSI_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_NEU_XX.wav,1017,WSI,NEU,neutral,XX,unspecified,16000,1,2,35235,2.202187,train
1017_WSI_SAD_XX,1017_WSI_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1017_WSI_SAD_XX.wav,1017,WSI,SAD,sad,XX,unspecified,16000,1,2,34167,2.135438,train
1018_DFA_ANG_XX,1018_DFA_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_ANG_XX.wav,1018,DFA,ANG,angry,XX,unspecified,16000,1,2,31498,1.968625,test
1018_DFA_DIS_XX,1018_DFA_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_DIS_XX.wav,1018,DFA,DIS,disgust,XX,unspecified,16000,1,2,36837,2.302313,test
1018_DFA_FEA_XX,1018_DFA_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_FEA_XX.wav,1018,DFA,FEA,fear,XX,unspecified,16000,1,2,34167,2.135438,test
1018_DFA_HAP_XX,1018_DFA_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_HAP_XX.wav,1018,DFA,HAP,happy,XX,unspecified,16000,1,2,26159,1.634937,test
1018_DFA_NEU_XX,1018_DFA_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_NEU_XX.wav,1018,DFA,NEU,neutral,XX,unspecified,16000,1,2,32032,2.002,test
1018_DFA_SAD_XX,1018_DFA_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_DFA_SAD_XX.wav,1018,DFA,SAD,sad,XX,unspecified,16000,1,2,26159,1.634937,test
1018_IEO_ANG_HI,1018_IEO_ANG_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1018_IEO_ANG_HI.wav,1018,IEO,ANG,angry,HI,high,16000,1,2,43243,2.702688,test
